,Any calendari,Data,Ajuntament o nucli municipal ,Codi municipal,Codi municipi INE,Pedania,Festiu,lat,lng
30842,2021,02/02/2021,Adrall,25185001,25185,1,Festa local,,
30843,2019,31/12/2019,Puigpelat,43119000,43119,0,Festa local,,
30844,2022,02/02/2022,Adrall,25185001,25185,1,Festa local,,
30845,2023,02/02/2023,Adrall,25185001,25185,1,Festa local,,
30846,2021,02/07/2021,Adrall,25185001,25185,1,Festa local,,
30847,2020,03/07/2020,Adrall,25185001,25185,1,Festa local,,
30848,2023,30/06/2023,Adrall,25185001,25185,1,Festa local,,
30849,2020,01/06/2020,Arfa,25185002,25185,2,Festa local,,
30850,2022,03/06/2022,Arfa,25185002,25185,2,Festa local,,
30851,2019,16/08/2019,Querol,43120000,43120,0,Festa local,,
30852,2019,18/04/2019,Querol,43120000,43120,0,Festa local,,
30853,2021,24/05/2021,Arfa,25185002,25185,2,Festa local,,
30854,2023,29/05/2023,Arfa,25185002,25185,2,Festa local,,
30855,2021,29/11/2021,Arfa,25185002,25185,2,Festa local,,
30856,2019,05/08/2019,Rasquera,43121000,43121,0,Festa local,,
30857,2022,29/11/2022,Arfa,25185002,25185,2,Festa local,,
30858,2023,29/11/2023,Arfa,25185002,25185,2,Festa local,,
30859,2019,06/08/2019,Rasquera,43121000,43121,0,Festa local,,
30860,2019,10/12/2019,Renau,43122000,43122,0,Festa local,,
30861,2020,30/11/2020,Arfa,25185002,25185,2,Festa local,,
30862,2023,15/05/2023,Montant de Tost,25185003,25185,3,Festa local,,
30863,2022,16/05/2022,Montant de Tost,25185003,25185,3,Festa local,,
30864,2021,17/05/2021,Montant de Tost,25185003,25185,3,Festa local,,
30865,2019,13/12/2019,Renau,43122000,43122,0,Festa local,,
30866,2020,18/05/2020,Montant de Tost,25185003,25185,3,Festa local,,
30867,2023,30/12/2023,Montant de Tost,25185003,25185,3,Festa local,,
30868,2019,25/09/2019,Reus,43123000,43123,0,Festa local,,
30869,2020,31/12/2020,Montant de Tost,25185003,25185,3,Festa local,,
30870,2021,31/12/2021,Montant de Tost,25185003,25185,3,Festa local,,
30871,2022,31/12/2022,Montant de Tost,25185003,25185,3,Festa local,,
30872,2019,29/06/2019,Reus,43123000,43123,0,Festa local,,
30873,2022,12/09/2022,"Parròquia d'Hortó, la",25185004,25185,4,Festa local,,
30874,2023,12/09/2023,"Parròquia d'Hortó, la",25185004,25185,4,Festa local,,
30875,2019,02/08/2019,"Riba, la",43124000,43124,0,Festa local,,
30876,2021,13/09/2021,"Parròquia d'Hortó, la",25185004,25185,4,Festa local,,
30877,2020,14/09/2020,"Parròquia d'Hortó, la",25185004,25185,4,Festa local,,
30878,2020,30/11/2020,"Parròquia d'Hortó, la",25185004,25185,4,Festa local,,
30879,2021,30/11/2021,"Parròquia d'Hortó, la",25185004,25185,4,Festa local,,
30880,2022,30/11/2022,"Parròquia d'Hortó, la",25185004,25185,4,Festa local,,
30881,2023,30/11/2023,"Parròquia d'Hortó, la",25185004,25185,4,Festa local,,
30882,2019,29/11/2019,"Riba, la",43124000,43124,0,Festa local,,
30883,2019,05/02/2019,Riba-roja d'Ebre,43125000,43125,0,Festa local,,
30884,2021,06/08/2021,"Pla de Sant Tirs, el",25185005,25185,5,Festa local,,
30885,2020,07/08/2020,"Pla de Sant Tirs, el",25185005,25185,5,Festa local,,
30886,2023,11/08/2023,"Pla de Sant Tirs, el",25185005,25185,5,Festa local,,
30887,2022,12/08/2022,"Pla de Sant Tirs, el",25185005,25185,5,Festa local,,
30888,2019,28/08/2019,Riba-roja d'Ebre,43125000,43125,0,Festa local,,
30889,2019,14/09/2019,"Riera de Gaià, la",43126000,43126,0,Festa local,,
30890,2023,20/01/2023,"Pla de Sant Tirs, el",25185005,25185,5,Festa local,,
30891,2020,28/01/2020,"Pla de Sant Tirs, el",25185005,25185,5,Festa local,,
30892,2021,28/01/2021,"Pla de Sant Tirs, el",25185005,25185,5,Festa local,,
30893,2019,20/07/2019,"Riera de Gaià, la",43126000,43126,0,Festa local,,
30894,2022,28/01/2022,"Pla de Sant Tirs, el",25185005,25185,5,Festa local,,
30895,2020,11/11/2020,Castellar de Tost,25185006,25185,6,Festa local,,
30896,2021,11/11/2021,Castellar de Tost,25185006,25185,6,Festa local,,
30897,2022,11/11/2022,Castellar de Tost,25185006,25185,6,Festa local,,
30898,2023,11/11/2023,Castellar de Tost,25185006,25185,6,Festa local,,
30899,2020,17/01/2020,Castellar de Tost,25185006,25185,6,Festa local,,
30900,2022,17/01/2022,Castellar de Tost,25185006,25185,6,Festa local,,
30901,2023,17/01/2023,Castellar de Tost,25185006,25185,6,Festa local,,
30902,2021,20/01/2021,Castellar de Tost,25185006,25185,6,Festa local,,
30903,2023,04/09/2023,Torà de Tost,25185007,25185,7,Festa local,,
30904,2022,05/09/2022,Torà de Tost,25185007,25185,7,Festa local,,
30905,2021,06/09/2021,Torà de Tost,25185007,25185,7,Festa local,,
30906,2020,07/09/2020,Torà de Tost,25185007,25185,7,Festa local,,
30907,2021,17/11/2021,Torà de Tost,25185007,25185,7,Festa local,,
30908,2020,18/12/2020,Torà de Tost,25185007,25185,7,Festa local,,
30909,2022,19/12/2022,Torà de Tost,25185007,25185,7,Festa local,,
30910,2019,05/08/2019,"Serra d'Almos, la",43150003,43150,3,Festa local,,
30911,2023,19/12/2023,Torà de Tost,25185007,25185,7,Festa local,,
30912,2023,10/07/2023,Freixinet,25186001,25186,1,Festa local,,
30913,2023,25/09/2023,Freixinet,25186001,25186,1,Festa local,,
30914,2022,26/09/2022,Freixinet,25186001,25186,1,Festa local,,
30915,2021,27/09/2021,Freixinet,25186001,25186,1,Festa local,,
30916,2022,27/09/2022,Freixinet,25186001,25186,1,Festa local,,
30917,2020,28/09/2020,Freixinet,25186001,25186,1,Festa local,,
30918,2021,28/09/2021,Freixinet,25186001,25186,1,Festa local,,
30919,2020,29/09/2020,Freixinet,25186001,25186,1,Festa local,,
30920,2020,03/08/2020,"Miracle, el",25186002,25186,2,Festa local,,
30921,2021,03/08/2021,"Miracle, el",25186002,25186,2,Festa local,,
30922,2019,26/07/2019,"Vendrell, el",43163000,43163,0,Festa local,,
30923,2019,27/07/2019,"Vendrell, el",43163000,43163,0,Festa local,,
30924,2023,03/08/2023,"Miracle, el",25186002,25186,2,Festa local,,
30925,2023,04/08/2023,"Miracle, el",25186002,25186,2,Festa local,,
30926,2022,05/08/2022,"Miracle, el",25186002,25186,2,Festa local,,
30927,2021,06/08/2021,"Miracle, el",25186002,25186,2,Festa local,,
30928,2020,07/08/2020,"Miracle, el",25186002,25186,2,Festa local,,
30929,2022,08/08/2022,"Miracle, el",25186002,25186,2,Festa local,,
30930,2020,03/02/2020,Santa Susanna,25186003,25186,3,Festa local,,
30931,2021,03/02/2021,Santa Susanna,25186003,25186,3,Festa local,,
30932,2022,03/02/2022,Santa Susanna,25186003,25186,3,Festa local,,
30933,2023,03/02/2023,Santa Susanna,25186003,25186,3,Festa local,,
30934,2020,11/08/2020,Santa Susanna,25186003,25186,3,Festa local,,
30935,2021,11/08/2021,Santa Susanna,25186003,25186,3,Festa local,,
30936,2022,11/08/2022,Santa Susanna,25186003,25186,3,Festa local,,
30937,2019,08/07/2019,C. A. d'Aragó,44216000,44216,0,Festa local,,
30938,2023,11/08/2023,Santa Susanna,25186003,25186,3,Festa local,,
30939,2022,12/08/2022,Su,25186004,25186,4,Festa local,,
30940,2020,13/08/2020,Su,25186004,25186,4,Festa local,,
30941,2021,13/08/2021,Su,25186004,25186,4,Festa local,,
30942,2019,15/02/2019,C. A. d'Aragó,44216000,44216,0,Festa local,,
30943,2020,14/08/2020,Su,25186004,25186,4,Festa local,,
30944,2023,14/08/2023,Su,25186004,25186,4,Festa local,,
30945,2021,16/08/2021,Su,25186004,25186,4,Festa local,,
30946,2022,16/08/2022,Su,25186004,25186,4,Festa local,,
30947,2019,19/03/2019,C. A. de Castella - la Manxa,45168000,45168,0,Festa local,,
30948,2023,16/08/2023,Su,25186004,25186,4,Festa local,,
30949,2019,23/01/2019,C. A. de Castella - la Manxa,45168000,45168,0,Festa local,,
30950,2023,01/09/2023,Rosselló,25189000,25189,0,Festa local,,
30951,2020,02/09/2020,Rosselló,25189000,25189,0,Festa local,,
30952,2021,02/09/2021,Rosselló,25189000,25189,0,Festa local,,
30953,2020,09/10/2020,Rosselló,25189000,25189,0,Festa local,,
30954,2019,22/01/2019,C. Valenciana,46250000,46250,0,Festa local,,
30955,2021,11/10/2021,Rosselló,25189000,25189,0,Festa local,,
30956,2022,13/10/2022,Rosselló,25189000,25189,0,Festa local,,
30957,2023,13/10/2023,Rosselló,25189000,25189,0,Festa local,,
30958,2022,14/10/2022,Rosselló,25189000,25189,0,Festa local,,
30959,2019,29/04/2019,C. Valenciana,46250000,46250,0,Festa local,,
30960,2023,02/05/2023,Salàs de Pallars,25190000,25190,0,Festa local,,
30961,2020,05/08/2020,Salàs de Pallars,25190000,25190,0,Festa local,,
30962,2021,05/08/2021,Salàs de Pallars,25190000,25190,0,Festa local,,
30963,2019,09/09/2019,C. A. de Castella i Lleó,47186000,47186,0,Festa local,,
30964,2019,13/05/2019,C. A. de Castella i Lleó,47186000,47186,0,Festa local,,
30965,2022,05/08/2022,Salàs de Pallars,25190000,25190,0,Festa local,,
30966,2020,07/01/2020,Salàs de Pallars,25190000,25190,0,Festa local,,
30967,2023,13/10/2023,Salàs de Pallars,25190000,25190,0,Festa local,,
30968,2021,24/05/2021,Salàs de Pallars,25190000,25190,0,Festa local,,
30969,2019,23/08/2019,C. A. del País Basc,48020000,48020,0,Festa local,,
30970,2022,28/02/2022,Salàs de Pallars,25190000,25190,0,Festa local,,
30971,2021,04/12/2021,Sensui,25190001,25190,1,Festa local,,
30972,2023,04/12/2023,Sensui,25190001,25190,1,Festa local,,
30973,2019,31/07/2019,C. A. del País Basc,48020000,48020,0,Festa local,,
30974,2020,05/08/2020,Sensui,25190001,25190,1,Festa local,,
30975,2021,05/08/2021,Sensui,25190001,25190,1,Festa local,,
30976,2022,05/08/2022,Sensui,25190001,25190,1,Festa local,,
30977,2020,07/01/2020,Sensui,25190001,25190,1,Festa local,,
30978,2023,13/10/2023,Sensui,25190001,25190,1,Festa local,,
30979,2022,28/02/2022,Sensui,25190001,25190,1,Festa local,,
30980,2022,08/09/2022,Sanaüja,25191000,25191,0,Festa local,,
30981,2019,10/06/2019,C. A. de Castella i Lleó,49275000,49275,0,Festa local,,
30982,2020,17/01/2020,Sanaüja,25191000,25191,0,Festa local,,
30983,2019,29/06/2019,C. A. de Castella i Lleó,49275000,49275,0,Festa local,,
30984,2022,17/01/2022,Sanaüja,25191000,25191,0,Festa local,,
30985,2023,17/01/2023,Sanaüja,25191000,25191,0,Festa local,,
30986,2021,18/01/2021,Sanaüja,25191000,25191,0,Festa local,,
30987,2019,05/03/2019,C. A. d'Aragó,50297000,50297,0,Festa local,,
30988,2020,22/05/2020,Sanaüja,25191000,25191,0,Festa local,,
30989,2021,22/05/2021,Sanaüja,25191000,25191,0,Festa local,,
30990,2023,22/05/2023,Sanaüja,25191000,25191,0,Festa local,,
30991,2019,29/01/2019,C. A. d'Aragó,50297000,50297,0,Festa local,,
30992,2020,03/08/2020,Sant Guim de Freixenet,25192000,25192,0,Festa local,,
30993,2023,07/08/2023,Sant Guim de Freixenet,25192000,25192,0,Festa local,,
30994,2021,09/08/2021,Sant Guim de Freixenet,25192000,25192,0,Festa local,,
30995,2022,09/08/2022,Sant Guim de Freixenet,25192000,25192,0,Festa local,,
30996,2019,05/08/2019,Ciutat de Ceuta,51001000,51001,0,Festa local,,
30997,2021,11/06/2021,Sant Guim de Freixenet,25192000,25192,0,Festa local,,
30998,2023,16/06/2023,Sant Guim de Freixenet,25192000,25192,0,Festa local,,
30999,2019,13/06/2019,Ciutat de Ceuta,51001000,51001,0,Festa local,,
31000,2020,19/06/2020,Sant Guim de Freixenet,25192000,25192,0,Festa local,,
31001,2022,23/06/2022,Sant Guim de Freixenet,25192000,25192,0,Festa local,,
31002,2020,01/06/2020,Sant Llorenç de Morunys,25193000,25193,0,Festa local,,
31003,2020,10/08/2020,Sant Llorenç de Morunys,25193000,25193,0,Festa local,,
31004,2021,10/08/2021,Sant Llorenç de Morunys,25193000,25193,0,Festa local,,
31005,2022,10/08/2022,Sant Llorenç de Morunys,25193000,25193,0,Festa local,,
31006,2019,09/09/2019,Ciutat de Melilla,52001000,52001,0,Festa local,,
31007,2019,17/09/2019,Ciutat de Melilla,52001000,52001,0,Festa local,,
31008,2023,10/08/2023,Sant Llorenç de Morunys,25193000,25193,0,Festa local,,
31009,2022,17/01/2022,Sant Llorenç de Morunys,25193000,25193,0,Festa local,,
31010,2021,24/05/2021,Sant Llorenç de Morunys,25193000,25193,0,Festa local,,
31011,2023,29/05/2023,Sant Llorenç de Morunys,25193000,25193,0,Festa local,,
31012,2020,01/09/2020,Sant Ramon,25194000,25194,0,Festa local,,
31013,2022,25/07/2022,Sant Ramon,25194000,25194,0,Festa local,,
31014,2023,25/07/2023,Sant Ramon,25194000,25194,0,Festa local,,
31015,2021,26/07/2021,Sant Ramon,25194000,25194,0,Festa local,,
31016,2020,31/08/2020,Sant Ramon,25194000,25194,0,Festa local,,
31017,2019,23/09/2019,Riudecanyes,43127000,43127,0,Festa local,,
31018,2021,31/08/2021,Sant Ramon,25194000,25194,0,Festa local,,
31019,2022,31/08/2022,Sant Ramon,25194000,25194,0,Festa local,,
31020,2019,29/07/2019,Riudecanyes,43127000,43127,0,Festa local,,
31021,2019,01/07/2019,Riudecols,43128000,43128,0,Festa local,,
31022,2019,28/06/2019,Riudecols,43128000,43128,0,Festa local,,
31023,2023,31/08/2023,Sant Ramon,25194000,25194,0,Festa local,,
31024,2022,01/10/2022,Gospí,25194001,25194,1,Festa local,,
31025,2020,02/10/2020,Gospí,25194001,25194,1,Festa local,,
31026,2023,02/10/2023,Gospí,25194001,25194,1,Festa local,,
31027,2020,25/09/2020,Gospí,25194001,25194,1,Festa local,,
31028,2023,26/09/2023,Gospí,25194001,25194,1,Festa local,,
31029,2021,27/09/2021,Gospí,25194001,25194,1,Festa local,,
31030,2022,29/09/2022,Gospí,25194001,25194,1,Festa local,,
31031,2019,25/07/2019,Riudoms,43129000,43129,0,Festa local,,
31032,2021,01/09/2021,Portell,25194002,25194,2,Festa local,,
31033,2019,25/11/2019,Riudoms,43129000,43129,0,Festa local,,
31034,2022,02/05/2022,Portell,25194002,25194,2,Festa local,,
31035,2023,08/05/2023,Portell,25194002,25194,2,Festa local,,
31036,2020,31/08/2020,Portell,25194002,25194,2,Festa local,,
31037,2021,31/08/2021,Portell,25194002,25194,2,Festa local,,
31038,2019,06/08/2019,Rocafort de Queralt,43130000,43130,0,Festa local,,
31039,2022,31/08/2022,Portell,25194002,25194,2,Festa local,,
31040,2023,31/08/2023,Portell,25194002,25194,2,Festa local,,
31041,2020,17/01/2020,Viver de Segarra,25194003,25194,3,Festa local,,
31042,2019,15/05/2019,Rocafort de Queralt,43130000,43130,0,Festa local,,
31043,2021,18/01/2021,Viver de Segarra,25194003,25194,3,Festa local,,
31044,2022,18/01/2022,Viver de Segarra,25194003,25194,3,Festa local,,
31045,2023,18/01/2023,Viver de Segarra,25194003,25194,3,Festa local,,
31046,2019,05/12/2019,Roda de Berà,43131000,43131,0,Festa local,,
31047,2020,24/09/2020,Viver de Segarra,25194003,25194,3,Festa local,,
31048,2021,24/09/2021,Viver de Segarra,25194003,25194,3,Festa local,,
31049,2022,24/09/2022,Viver de Segarra,25194003,25194,3,Festa local,,
31050,2019,23/08/2019,Roda de Berà,43131000,43131,0,Festa local,,
31051,2023,25/09/2023,Viver de Segarra,25194003,25194,3,Festa local,,
31052,2020,07/09/2020,Sant Esteve de la Sarga,25196000,25196,0,Festa local,,
31053,2021,08/09/2021,Sant Esteve de la Sarga,25196000,25196,0,Festa local,,
31054,2022,08/09/2022,Sant Esteve de la Sarga,25196000,25196,0,Festa local,,
31055,2019,21/01/2019,Rodonyà,43132000,43132,0,Festa local,,
31056,2023,08/09/2023,Sant Esteve de la Sarga,25196000,25196,0,Festa local,,
31057,2022,13/05/2022,Sant Esteve de la Sarga,25196000,25196,0,Festa local,,
31058,2023,13/05/2023,Sant Esteve de la Sarga,25196000,25196,0,Festa local,,
31059,2019,26/08/2019,Rodonyà,43132000,43132,0,Festa local,,
31060,2021,14/05/2021,Sant Esteve de la Sarga,25196000,25196,0,Festa local,,
31061,2020,15/05/2020,Sant Esteve de la Sarga,25196000,25196,0,Festa local,,
31062,2019,01/07/2019,Roquetes,43133000,43133,0,Festa local,,
31063,2022,13/08/2022,Sant Guim de la Plana,25197000,25197,0,Festa local,,
31064,2020,14/08/2020,Sant Guim de la Plana,25197000,25197,0,Festa local,,
31065,2021,14/08/2021,Sant Guim de la Plana,25197000,25197,0,Festa local,,
31066,2023,14/08/2023,Sant Guim de la Plana,25197000,25197,0,Festa local,,
31067,2019,15/04/2019,Roquetes,43133000,43133,0,Festa local,,
31068,2019,01/07/2019,"Rourell, el",43134000,43134,0,Festa local,,
31069,2021,16/08/2021,Sant Guim de la Plana,25197000,25197,0,Festa local,,
31070,2022,16/08/2022,Sant Guim de la Plana,25197000,25197,0,Festa local,,
31071,2023,16/08/2023,Sant Guim de la Plana,25197000,25197,0,Festa local,,
31072,2020,17/08/2020,Sant Guim de la Plana,25197000,25197,0,Festa local,,
31073,2023,06/05/2023,Comabella,25197001,25197,1,Festa local,,
31074,2019,21/01/2019,"Rourell, el",43134000,43134,0,Festa local,,
31075,2021,07/05/2021,Comabella,25197001,25197,1,Festa local,,
31076,2022,07/05/2022,Comabella,25197001,25197,1,Festa local,,
31077,2021,08/05/2021,Comabella,25197001,25197,1,Festa local,,
31078,2023,08/05/2023,Comabella,25197001,25197,1,Festa local,,
31079,2019,06/05/2019,Salomó,43135000,43135,0,Festa local,,
31080,2019,16/08/2019,Salomó,43135000,43135,0,Festa local,,
31081,2020,09/05/2020,Comabella,25197001,25197,1,Festa local,,
31082,2020,11/05/2020,Comabella,25197001,25197,1,Festa local,,
31083,2021,01/10/2021,Vicfred,25197002,25197,2,Festa local,,
31084,2022,01/10/2022,Vicfred,25197002,25197,2,Festa local,,
31085,2021,02/10/2021,Vicfred,25197002,25197,2,Festa local,,
31086,2023,02/10/2023,Vicfred,25197002,25197,2,Festa local,,
31087,2019,19/03/2019,"Ràpita, la",43136000,43136,0,Festa local,,
31088,2019,25/07/2019,"Ràpita, la",43136000,43136,0,Festa local,,
31089,2020,03/10/2020,Vicfred,25197002,25197,2,Festa local,,
31090,2020,05/10/2020,Vicfred,25197002,25197,2,Festa local,,
31091,2023,30/09/2023,Vicfred,25197002,25197,2,Festa local,,
31092,2019,25/07/2019,Sant Jaume dels Domenys,43137000,43137,0,Festa local,,
31093,2020,15/05/2020,Sarroca de Lleida,25200000,25200,0,Festa local,,
31094,2019,26/07/2019,Sant Jaume dels Domenys,43137000,43137,0,Festa local,,
31095,2023,15/05/2023,Sarroca de Lleida,25200000,25200,0,Festa local,,
31096,2022,16/05/2022,Sarroca de Lleida,25200000,25200,0,Festa local,,
31097,2020,17/01/2020,Sarroca de Lleida,25200000,25200,0,Festa local,,
31098,2019,04/12/2019,Santa Bàrbara,43138000,43138,0,Festa local,,
31099,2022,17/01/2022,Sarroca de Lleida,25200000,25200,0,Festa local,,
31100,2023,17/01/2023,Sarroca de Lleida,25200000,25200,0,Festa local,,
31101,2019,09/05/2019,Santa Bàrbara,43138000,43138,0,Festa local,,
31102,2021,18/01/2021,Sarroca de Lleida,25200000,25200,0,Festa local,,
31103,2021,23/04/2021,Sarroca de Lleida,25200000,25200,0,Festa local,,
31104,2020,01/08/2020,Sarroca de Bellera,25201000,25201,0,Festa local,,
31105,2019,08/11/2019,Santa Coloma de Queralt,43139000,43139,0,Festa local,,
31106,2022,01/08/2022,Sarroca de Bellera,25201000,25201,0,Festa local,,
31107,2023,01/08/2023,Sarroca de Bellera,25201000,25201,0,Festa local,,
31108,2019,31/12/2019,Santa Coloma de Queralt,43139000,43139,0,Festa local,,
31109,2021,02/08/2021,Sarroca de Bellera,25201000,25201,0,Festa local,,
31110,2022,29/08/2022,Sarroca de Bellera,25201000,25201,0,Festa local,,
31111,2023,29/08/2023,Sarroca de Bellera,25201000,25201,0,Festa local,,
31112,2019,22/01/2019,Aguiló,43139001,43139,1,Festa local,,
31113,2022,01/08/2022,Buira,25201001,25201,1,Festa local,,
31114,2023,01/08/2023,Buira,25201001,25201,1,Festa local,,
31115,2022,29/08/2022,Buira,25201001,25201,1,Festa local,,
31116,2023,29/08/2023,Buira,25201001,25201,1,Festa local,,
31117,2022,01/08/2022,"Esglésies, les",25201002,25201,2,Festa local,,
31118,2023,01/08/2023,"Esglésies, les",25201002,25201,2,Festa local,,
31119,2019,28/09/2019,Aguiló,43139001,43139,1,Festa local,,
31120,2020,29/08/2020,"Esglésies, les",25201002,25201,2,Festa local,,
31121,2019,22/06/2019,"Pobla de Carivenys, la",43139002,43139,2,Festa local,,
31122,2022,29/08/2022,"Esglésies, les",25201002,25201,2,Festa local,,
31123,2023,29/08/2023,"Esglésies, les",25201002,25201,2,Festa local,,
31124,2021,30/08/2021,"Esglésies, les",25201002,25201,2,Festa local,,
31125,2023,14/08/2023,Senterada,25202000,25202,0,Festa local,,
31126,2021,16/08/2021,Senterada,25202000,25202,0,Festa local,,
31127,2019,31/08/2019,"Pobla de Carivenys, la",43139002,43139,2,Festa local,,
31128,2019,08/05/2019,"Roques, les",43139003,43139,3,Festa local,,
31129,2022,16/08/2022,Senterada,25202000,25202,0,Festa local,,
31130,2020,17/08/2020,Senterada,25202000,25202,0,Festa local,,
31131,2020,28/07/2020,Senterada,25202000,25202,0,Festa local,,
31132,2019,29/06/2019,"Roques, les",43139003,43139,3,Festa local,,
31133,2021,28/07/2021,Senterada,25202000,25202,0,Festa local,,
31134,2022,28/07/2022,Senterada,25202000,25202,0,Festa local,,
31135,2023,28/07/2023,Senterada,25202000,25202,0,Festa local,,
31136,2019,25/01/2019,Santa Oliva,43140000,43140,0,Festa local,,
31137,2020,07/07/2020,"Seu d'Urgell, la",25203000,25203,0,Festa local,,
31138,2021,07/07/2021,"Seu d'Urgell, la",25203000,25203,0,Festa local,,
31139,2022,07/07/2022,"Seu d'Urgell, la",25203000,25203,0,Festa local,,
31140,2023,07/07/2023,"Seu d'Urgell, la",25203000,25203,0,Festa local,,
31141,2020,20/01/2020,"Seu d'Urgell, la",25203000,25203,0,Festa local,,
31142,2021,20/01/2021,"Seu d'Urgell, la",25203000,25203,0,Festa local,,
31143,2019,29/08/2019,Santa Oliva,43140000,43140,0,Festa local,,
31144,2022,20/01/2022,"Seu d'Urgell, la",25203000,25203,0,Festa local,,
31145,2019,02/08/2019,Pontils,43141000,43141,0,Festa local,,
31146,2019,03/08/2019,Pontils,43141000,43141,0,Festa local,,
31147,2023,20/01/2023,"Seu d'Urgell, la",25203000,25203,0,Festa local,,
31148,2020,08/09/2020,Seròs,25204000,25204,0,Festa local,,
31149,2021,08/09/2021,Seròs,25204000,25204,0,Festa local,,
31150,2022,08/09/2022,Seròs,25204000,25204,0,Festa local,,
31151,2023,08/09/2023,Seròs,25204000,25204,0,Festa local,,
31152,2021,09/04/2021,Seròs,25204000,25204,0,Festa local,,
31153,2019,13/08/2019,Santa Perpètua de Gaià,43141001,43141,1,Festa local,,
31154,2023,14/04/2023,Seròs,25204000,25204,0,Festa local,,
31155,2020,17/04/2020,Seròs,25204000,25204,0,Festa local,,
31156,2022,22/04/2022,Seròs,25204000,25204,0,Festa local,,
31157,2019,14/08/2019,Santa Perpètua de Gaià,43141001,43141,1,Festa local,,
31158,2021,03/02/2021,Sidamon,25205000,25205,0,Festa local,,
31159,2022,03/02/2022,Sidamon,25205000,25205,0,Festa local,,
31160,2023,03/02/2023,Sidamon,25205000,25205,0,Festa local,,
31161,2020,19/03/2020,Sidamon,25205000,25205,0,Festa local,,
31162,2020,24/08/2020,Sidamon,25205000,25205,0,Festa local,,
31163,2021,24/08/2021,Sidamon,25205000,25205,0,Festa local,,
31164,2022,24/08/2022,Sidamon,25205000,25205,0,Festa local,,
31165,2023,24/08/2023,Sidamon,25205000,25205,0,Festa local,,
31166,2019,09/08/2019,Vallespinosa,43141002,43141,2,Festa local,,
31167,2019,10/08/2019,Vallespinosa,43141002,43141,2,Festa local,,
31168,2020,04/08/2020,"Soleràs, el",25206000,25206,0,Festa local,,
31169,2021,04/08/2021,"Soleràs, el",25206000,25206,0,Festa local,,
31170,2022,04/08/2022,"Soleràs, el",25206000,25206,0,Festa local,,
31171,2023,04/08/2023,"Soleràs, el",25206000,25206,0,Festa local,,
31172,2020,14/08/2020,"Soleràs, el",25206000,25206,0,Festa local,,
31173,2021,16/08/2021,"Soleràs, el",25206000,25206,0,Festa local,,
31174,2019,23/08/2019,Seguer,43141003,43141,3,Festa local,,
31175,2019,24/08/2019,Seguer,43141003,43141,3,Festa local,,
31176,2019,14/09/2019,Sant Magí de Brufaganya,43141004,43141,4,Festa local,,
31177,2022,16/08/2022,"Soleràs, el",25206000,25206,0,Festa local,,
31178,2023,16/08/2023,"Soleràs, el",25206000,25206,0,Festa local,,
31179,2020,08/09/2020,Solsona,25207000,25207,0,Festa local,,
31180,2019,17/08/2019,Sant Magí de Brufaganya,43141004,43141,4,Festa local,,
31181,2021,08/09/2021,Solsona,25207000,25207,0,Festa local,,
31182,2022,08/09/2022,Solsona,25207000,25207,0,Festa local,,
31183,2023,08/09/2023,Solsona,25207000,25207,0,Festa local,,
31184,2020,09/09/2020,Solsona,25207000,25207,0,Festa local,,
31185,2019,26/07/2019,Sarral,43142000,43142,0,Festa local,,
31186,2019,26/09/2019,Sarral,43142000,43142,0,Festa local,,
31187,2021,09/09/2021,Solsona,25207000,25207,0,Festa local,,
31188,2022,09/09/2022,Solsona,25207000,25207,0,Festa local,,
31189,2023,09/09/2023,Solsona,25207000,25207,0,Festa local,,
31190,2022,01/03/2022,Soriguera,25208000,25208,0,Festa local,,
31191,2022,12/08/2022,Soriguera,25208000,25208,0,Festa local,,
31192,2021,13/08/2021,Soriguera,25208000,25208,0,Festa local,,
31193,2020,14/08/2020,Soriguera,25208000,25208,0,Festa local,,
31194,2019,12/08/2019,Montbrió de la Marca,43142001,43142,1,Festa local,,
31195,2023,14/08/2023,Soriguera,25208000,25208,0,Festa local,,
31196,2021,16/02/2021,Soriguera,25208000,25208,0,Festa local,,
31197,2019,21/01/2019,Montbrió de la Marca,43142001,43142,1,Festa local,,
31198,2023,21/02/2023,Soriguera,25208000,25208,0,Festa local,,
31199,2020,25/02/2020,Soriguera,25208000,25208,0,Festa local,,
31200,2022,01/03/2022,Sort,25209000,25209,0,Festa local,,
31201,2019,03/05/2019,Vallverd,43142002,43142,2,Festa local,,
31202,2022,01/08/2022,Sort,25209000,25209,0,Festa local,,
31203,2023,01/08/2023,Sort,25209000,25209,0,Festa local,,
31204,2021,16/02/2021,Sort,25209000,25209,0,Festa local,,
31205,2019,23/08/2019,Vallverd,43142002,43142,2,Festa local,,
31206,2021,17/02/2021,Sort,25209000,25209,0,Festa local,,
31207,2023,21/02/2023,Sort,25209000,25209,0,Festa local,,
31208,2020,25/02/2020,Sort,25209000,25209,0,Festa local,,
31209,2020,26/02/2020,Sort,25209000,25209,0,Festa local,,
31210,2022,05/09/2022,Soses,25210000,25210,0,Festa local,,
31211,2023,05/09/2023,Soses,25210000,25210,0,Festa local,,
31212,2020,08/05/2020,Soses,25210000,25210,0,Festa local,,
31213,2023,08/05/2023,Soses,25210000,25210,0,Festa local,,
31214,2021,10/05/2021,Soses,25210000,25210,0,Festa local,,
31215,2019,04/10/2019,Savallà del Comtat,43143000,43143,0,Festa local,,
