Provincia;Municipio;INE;Núcleo;INE Extendido;Fecha fiesta;Nombre fiesta
Zamora;ENTRALA;490610;;;2020-08-18;Nuestra Señora de la Asunción
Valladolid;SANTERVÁS DE CAMPOS;471530;;;2021-05-15;
Zamora;ESPADAÑEDO;490625;ESPADAÑEDO;49062000000;2020-07-17;Santa Justa
Valladolid;SANTIBÁÑEZ DE VALCORBA;471540;;;2021-08-30;Virgen del Rosario
Zamora;ESPADAÑEDO;490625;CARBAJALES DE LA ENCOMIENDA;49062000100;2020-07-17;Santa Justa
Valladolid;SARDÓN DE DUERO;471570;;;2021-06-24;San Juan Bautista
Zamora;ESPADAÑEDO;490625;UTRERA DE LA ENCOMIENDA;49062000500;2020-02-24;Santa Marta
Valladolid;SIETE IGLESIAS DE TRABANCOS;471600;;;2021-01-20;San Sebastián
Zamora;FARIZA;490646;;;2020-01-07;Fiesta Local
Valladolid;SIMANCAS;471610;;;2021-09-08;
Zamora;FERMOSELLE;490659;;;2020-06-01;Romería de la Santa Cruz
Valladolid;TAMARIZ DE CAMPOS;471620;;;2021-09-08;
Zamora;FERRERAS DE ARRIBA;490678;VILLANUEVA DE VALROJO;49067000200;2020-07-06;El Corpus
Valladolid;TORDESILLAS;471650;VILLAMARCIEL;47165000701;2021-08-05;Nuestra Señora de las Nieves
Zamora;FIGUERUELA DE ARRIBA;490697;FIGUERUELA DE ARRIBA;49069000000;2020-08-20;Fiesta Local
Valladolid;TORDESILLAS;471650;VILLAVIEJA DEL CERRO;47165000800;2021-08-09;Beato Florentino
Zamora;FIGUERUELA DE ARRIBA;490697;GALLEGOS DEL CAMPO;49069000400;2020-04-24;Fiesta Local
Valladolid;TORRE DE PEÑAFIEL;471700;;;2021-08-06;
Zamora;FIGUERUELA DE ARRIBA;490697;GALLEGOS DEL CAMPO;49069000400;2020-08-07;Fiesta Local
Valladolid;TORRECILLA DE LA ORDEN;471670;;;2021-05-24;
Zamora;FIGUERUELA DE ARRIBA;490697;MOLDONES;49069000500;2020-06-24;Fiesta Local
Valladolid;TORRECILLA DE LA TORRE;471680;;;2021-04-24;
Zamora;FONFRÍA;490718;FONFRÍA;24170000300;2020-08-20;La Magdalena
Valladolid;TORRECILLA DE LA TORRE;471680;;;2021-05-15;
Zamora;FONFRÍA;490718;BERMILLO DE ALBA;49071000200;2020-08-18;San Mamés
Valladolid;TORRELOBATÓN;471710;;;2021-05-24;
Zamora;FONFRÍA;490718;BRANDILANES;49071000300;2020-01-14;San Amaro
Valladolid;TORRESCÁRCELA;471720;ALDEALBAR;47172000101;2021-06-25;
Zamora;FONFRÍA;490718;FORNILLOS DE ALISTE;49071000700;2020-08-24;San Bartolomé
Valladolid;TRASPINEDO;471730;;;2021-07-02;Santa Isabel
Zamora;FRESNO DE LA RIBERA;490760;;;2020-02-26;Miércoles de Ceniza
Valladolid;TRIGUEROS DEL VALLE;471740;;;2021-05-14;San Isidro Labrador
Zamora;FRESNO DE LA RIBERA;490760;;;2020-05-15;San Isidro
Valladolid;URONES DE CASTROPONCE;471770;;;2021-01-18;San Antonio Abad
Zamora;FUENTELAPEÑA;490809;;;2020-06-01;Segundo día de Quintos
Valladolid;VALBUENA DE DUERO;471790;;;2021-05-14;
Zamora;FUENTESAÚCO;490816;;;2020-06-01;Virgen de la Antigua
Valladolid;VALBUENA DE DUERO;471790;SAN BERNARDO;47179000201;2021-04-22;
Zamora;GALLEGOS DEL RÍO;490874;GALLEGOS DEL RÍO;49087000000;2020-06-27;San Pedro
Valladolid;VALBUENA DE DUERO;471790;SAN BERNARDO;47179000201;2021-05-14;
Zamora;GALLEGOS DEL RÍO;490874;DOMEZ;49087000100;2020-08-07;Santos Justo y Pastor
Valladolid;VALDEARCOS DE LA VEGA;471800;;;2021-08-30;
Zamora;GALLEGOS DEL RÍO;490874;FLORES;49087000200;2020-08-14;La Asunción
Valladolid;VALDENEBRO DE LOS VALLES;471810;;;2021-01-22;San Vicente
Zamora;GALLEGOS DEL RÍO;490874;LOBER;49087000400;2020-08-18;Santa Rita
Valladolid;VALDENEBRO DE LOS VALLES;471810;;;2021-09-08;
Zamora;GALLEGOS DEL RÍO;490874;TOLILLA;49087000600;2020-08-08;Santa Inés
Valladolid;VALDUNQUILLO;471830;;;2021-05-14;
Zamora;GALLEGOS DEL RÍO;490874;VALER;49087000700;2020-09-05;Santa Eulalia
Valladolid;VALLADOLID;471860;;;2021-09-08;Ntra. Sra. de San Lorenzo
Zamora;GAMONES;490880;VALER;49087000700;2020-04-25;San Marcos
Valladolid;VALORIA LA BUENA;471840;;;2021-10-28;
Zamora;GAMONES;490880;;;2020-06-13;San Antonio
Valladolid;VALVERDE DE CAMPOS;471850;;;2021-05-25;San Urbano
Zamora;GRANJA DE MORERUELA;490914;;;2020-04-25;San Marcos. Romería La Pedrera
Valladolid;VEGA DE VALDETRONCO;471880;;;2021-05-03;
Zamora;GRANJA DE MORERUELA;490914;;;2020-09-21;Cristo del Amparo
Valladolid;VELASCÁLVARO;471890;;;2021-07-02;
Zamora;GRANUCILLO;490929;GRANUCILLO;49092000000;2020-09-11;Dulce Nombre de María
Valladolid;VELLIZA;471910;;;2021-11-12;San Millán
Zamora;GRANUCILLO;490929;GRIJALBA DE VIDRIALES;49092000300;2020-08-14;La Asunción
Valladolid;VENTOSA DE LA CUESTA;471920;;;2021-07-24;San José Fernández
Zamora;HERMISENDE;490940;HERMISENDE;49094000000;2020-08-17;San Roque
Valladolid;VIANA DE CEGA;471930;;;2021-02-02;Ntra. Sra. de las Candelas
Zamora;HERMISENDE;490940;CASTRELOS;49094000100;2020-08-03;San Cayetano
Valladolid;VILLABARUZ DE CAMPOS;471960;;;2021-05-15;San Isidro
Ávila;ALDEANUEVA DE SANTA CRUZ;50071;;;2020-02-03;
Valladolid;VILLABRÁGIMA;471970;;;2021-09-08;
Ávila;ALDEASECA;50087;;;2020-07-02;Festividad del Rosario
Valladolid;VILLAFRANCA DE DUERO;472040;;;2021-07-22;Santa María Magdalena
Ávila;ALDEASECA;50087;;;2020-09-30;San Miguel
Valladolid;VILLAFRECHÓS;472050;;;2021-04-15;San Isidoro
Ávila;ALDEHUELA (LA);50104;;;2020-09-08;
Valladolid;VILLAGÓMEZ LA NUEVA;472080;;;2021-05-11;
Ávila;AMAVIDA;50126;;;2020-09-16;Romería de Izquierdos
Valladolid;VILLALÁN DE CAMPOS;472090;;;2021-11-22;
Ávila;AREVALILLO;50150;;;2020-05-15;San Isidro
Valladolid;VILLALAR DE LOS COMUNEROS;472100;;;2021-06-14;San Antonio
Ávila;ARÉVALO;50163;;;2020-02-10;Ntra. Sra. Virgen de las Angustias
Valladolid;VILLALBA DE LA LOMA;472110;;;2021-05-20;
Ávila;ARÉVALO;50163;;;2020-07-07;San Victorino Mártir
Valladolid;VILLALBA DE LOS ALCORES;472120;;;2021-06-03;Virgen de Fuentes
Ávila;AVEINTE;50179;;;2020-07-11;San Pío
Valladolid;VILLALBA DE LOS ALCORES;472120;;;2021-06-04;Virgen de Fuentes
Ávila;AVELLANEDA;50185;;;2020-09-23;
Valladolid;VILLALÓN DE CAMPOS;472140;;;2021-06-29;
Ávila;ÁVILA;50198;;;2020-05-02;San Segundo
Valladolid;VILLALÓN DE CAMPOS;472140;;;2021-09-08;
Ávila;ÁVILA;50198;;;2020-10-15;Santa Teresa de Jesús
Valladolid;VILLÁN DE TORDESILLAS;472160;;;2021-05-25;San San Urbán
Ávila;BARCO DE ÁVILA (EL);50219;;;2020-02-26;Miércoles de Ceniza
Valladolid;VILLÁN DE TORDESILLAS;472160;;;2021-09-29;San Miguel
Ávila;BARRACO (EL);50224;;;2020-09-15;
Valladolid;VILLANUBLA;472170;;;2021-09-08;
Ávila;BARROMÁN;50230;;;2020-08-14;Ntra. Sra. De la Asunción
Valladolid;VILLANUEVA DE DUERO;472180;;;2021-06-14;San Antonio de Padua
Ávila;BECEDAS;50245;;;2020-08-27;
Valladolid;VILLANUEVA DE DUERO;472180;;;2021-07-02;Santa Isabel
Ávila;BERCIAL DE ZAPARDIEL;50261;;;2020-02-03;
Valladolid;VILLANUEVA DE LOS CABALLEROS;472200;;;2021-05-14;
Ávila;BERLANAS (LAS);50277;;;2020-09-21;
Valladolid;VILLANUEVA DE SAN MANCIO;472220;;;2021-05-21;
Ávila;BERNUY-ZAPARDIEL;50296;;;2020-12-26;San Cosme y San Damián
Valladolid;VILLANUEVA DE SAN MANCIO;472220;;;2021-08-20;
Ávila;BLASCONUÑO DE MATACABRAS;50343;;;2020-11-11;San Martín
Valladolid;VILLARDEFRADES;472230;;;2021-06-04;
Ávila;BLASCOSANCHO;50356;;;2020-05-20;
Valladolid;VILLAVELLID;472270;;;2021-04-26;
Ávila;BOHODÓN (EL);50369;;;2020-06-13;
Valladolid;VILLAVELLID;472270;;;2021-08-17;
Ávila;BOHOYO;50375;;;2020-10-02;
Valladolid;VILLAVERDE DE MEDINA;472280;;;2021-05-10;San Gregorio
Ávila;BONILLA DE LA SIERRA;50381;;;2020-05-15;
Zamora;ALCAÑICES;490030;ALCORCILLO;49003000201;2021-06-14;San Antonio
Ávila;CABEZAS DEL POZO;50436;;;2020-02-29;Carnavales
Zamora;ALCAÑICES;490030;ALCORCILLO;49003000201;2021-12-31;Santa Colomba
Ávila;CABEZAS DEL POZO;50436;;;2020-07-25;Santiago Apóstol
Zamora;ALMARAZ DE DUERO;490070;;;2021-05-10;San Pelayo
Ávila;CABEZAS DEL VILLAR;50441;;;2020-04-20;Lunes de Aguas
Zamora;ALMARAZ DE DUERO;490070;;;2021-08-06;San Salvador
Ávila;CABIZUELA;50454;;;2020-08-24;San Bartolomé
Zamora;ALMEIDA DE SAYAGO;490080;;;2021-06-24;San Juan
Ávila;CANALES;50467;;;2020-07-28;San Cristobalito
Zamora;ALMEIDA DE SAYAGO;490080;;;2021-08-17;San Roque
Ávila;CANDELEDA;50473;;;2020-09-14;Lunes de Fiestas
Zamora;ARRABALDE;490150;;;2021-08-23;El Salvador
Ávila;CARDEÑOSA;50492;;;2020-09-14;Exaltación de la Santa Cruz y Cristo de San Marcelo
Zamora;ASTURIANOS;490170;;;2021-07-17;El Carmen
Ávila;CASASOLA;50533;;;2020-08-17;San Roque
Zamora;ASTURIANOS;490170;RIOCONEJOS;49017000501;2021-06-03;Corpus Christi
Ávila;CASAVIEJA;50548;;;2020-02-25;Martes de Carnaval
Zamora;ASTURIANOS;490170;RIOCONEJOS;49017000501;2021-07-26;Santiago Apóstol
Ávila;CASAVIEJA;50548;;;2020-08-24;San Bartolomé
Zamora;AYOO DE VIDRIALES;490180;CARRACEDO;49018000201;2021-09-29;San Miguel
Ávila;CASILLAS;50551;;;2020-01-20;San Sebastián
Zamora;AYOO DE VIDRIALES;490180;CONGOSTA;49018000301;2021-07-02;Corpus Christi
Ávila;CASILLAS;50551;;;2020-06-15;San Antonio
Zamora;BENAVENTE;490210;;;2021-06-02;Toro Enmaromado
Ávila;CEPEDA LA MORA;50586;;;2020-08-19;
Zamora;BERMILLO DE SAYAGO;490230;FADÓN;49023000201;2021-07-19;La Magdalena
Ávila;CHAMARTÍN;50678;;;2020-10-05;
Zamora;BERMILLO DE SAYAGO;490230;GÁNAME;49023000401;2021-09-30;San Miguel
Ávila;CILLÁN;50599;;;2020-05-15;
Zamora;BERMILLO DE SAYAGO;490230;VILLAMOR DE LA LADRE;49023000801;2021-05-04;San Juan
Ávila;CISLA;50603;;;2020-02-03;
Zamora;BRETÓ;490250;;;2021-04-12;La Pedrera
Ávila;CISLA;50603;;;2020-06-13;
Zamora;BRETOCINO;490260;;;2021-01-25;San Pablo
Ávila;COLLADO DE CONTRERAS;50625;;;2020-06-01;
Zamora;BRIME DE URZ;490280;;;2021-05-03;La Novena
Ávila;COLLADO DEL MIRÓN;50631;;;2020-12-09;La Purísima Concepción
Zamora;BURGANES DE VALVERDE;490290;;;2021-04-30;La Virgen de Mayo
Ávila;DONVIDAS;50701;;;2020-06-13;San Antonio
Zamora;BURGANES DE VALVERDE;490290;OLMILLOS DE VALVERDE;49029000201;2021-09-14;Exaltación de la Santa Cruz
Ávila;FONTIVEROS;50744;;;2020-09-16;San Cipriano
Zamora;BUSTILLO DEL ORO;490300;;;2021-05-15;San Isidro
Ávila;FONTIVEROS;50744;;;2020-12-14;San Juan de la Cruz
Zamora;CAMARZANA DE TERA;490330;SAN JUANICO EL NUEVO;49033000301;2021-06-24;San Juan
Ávila;GALLEGOS DE ALTAMIROS;50795;;;2020-08-14;Festividad de la Virgen
Zamora;CAMARZANA DE TERA;490330;SAN JUANICO EL NUEVO;49033000301;2021-06-25;San Juan
Ávila;GALLEGOS DE ALTAMIROS;50795;;;2020-08-16;Festividad de la Virgen
Zamora;CAMARZANA DE TERA;490330;SANTA MARTA DE TERA;49033000401;2021-02-22;Santa Marta
Ávila;GAVILANES;50821;;;2020-05-15;San Isidro
Zamora;CAÑIZAL;490340;;;2021-05-03;Fiesta Local
Ávila;GIMIALCÓN;50868;;;2020-05-15;San Isidro
Zamora;CARBELLINO;490370;;;2021-08-19;Fiesta del Turista
Ávila;GOTARRENDURA;50874;;;2020-08-05;
Zamora;CARBELLINO;490370;;;2021-05-20;Fiesta del Turista
Ávila;GRANDES Y SAN MARTÍN;50880;GRANDES;5088000100;2020-08-29;
Zamora;CASASECA DE CAMPEÁN;490380;;;2021-08-20;Fiesta de Verano
Ávila;HIGUERA DE LAS DUEÑAS;50953;;;2020-09-08;Ntra. Sra. De la Natividad
Zamora;CASASECA DE LAS CHANAS;490390;;;2021-06-24;San Juan
Ávila;HIJA DE DIOS (LA);50966;;;2020-09-29;
Zamora;CASASECA DE LAS CHANAS;490390;;;2021-12-28;Santos Inocentes
Ávila;HORCAJADA (LA);50972;;;2020-09-29;
Zamora;CASTRILLO DE LA GUAREÑA;490400;;;2021-06-24;San Juan
Ávila;HORCAJO DE LAS TORRES;50991;;;2020-08-21;Ntra. Sra. De Horcajuelo
Zamora;CERECINOS DE CAMPOS;490460;;;2021-06-14;San Antonio de Padua
Ávila;HORNILLO (EL);51005;;;2020-04-25;San Marcos
Zamora;CERNADILLA;490480;;;2021-02-02;Las Candelas
Ávila;HOYO DE PINARES (EL);51027;;;2020-09-28;San Miguel Arcángel
Zamora;CERNADILLA;490480;SAN SALVADOR DE PALAZUELO;49048000301;2021-08-06;La Transfiguración
Ávila;HOYORREDONDO;51033;;;2020-08-16;Ntra. Sra. De la Asunción
Zamora;CERNADILLA;490480;SAN SALVADOR DE PALAZUELO;49048000301;2021-12-13;Santa Lucía
Ávila;HOYOS DE MIGUEL MUÑOZ;51064;;;2020-08-09;
Zamora;CERNADILLA;490480;VALDEMERILLA;49048000401;2021-01-28;San Tirso
Ávila;HOYOS DEL COLLADO;51048;;;2020-06-24;San Juan
Zamora;CERNADILLA;490480;VALDEMERILLA;49048000401;2021-06-24;San Juan
Ávila;HURTUMPASCUAL;51070;HURTUMPASCUAL;5107000000;2020-06-22;
Zamora;COBREROS;490500;AVEDILLO DE SANABRIA;49050000101;2021-08-06;San Salvador
Ávila;JUNCIANA;51086;;;2020-05-15;San Isidro
Zamora;COBREROS;490500;CASTRO DE SANABRIA;49050000301;2021-05-07;El Cristo
Ávila;LLANOS DE TORMES (LOS);51131;LLANOS DE TORMES (LOS);5113000000;2020-06-13;San Antonio
Zamora;COBREROS;490500;QUINTANA DE SANABRIA;49050000601;2021-03-06;San Gregorio
Ávila;MAELLO;51159;;;2020-06-24;San Juan
Zamora;COBREROS;490500;QUINTANA DE SANABRIA;49050000601;2021-06-05;El Corpus
Ávila;MAELLO;51159;;;2020-10-05;Lunes de Fiestas Patronales
Zamora;COBREROS;490500;SAN MIGUEL DE LOMBA;49050000901;2021-06-26;Sagrado Corazón de Jesús
Ávila;MAMBLAS;51178;;;2020-09-21;
Zamora;COBREROS;490500;SAN ROMÁN DE SANABRIA;49050001001;2021-11-13;San Román
Ávila;MANJABÁLAGO Y ORTIGOSA DE RIOALMAR;51197;;;2020-09-21;
Zamora;COBREROS;490500;SANTA COLOMBA DE SANABRIA;49050001101;2021-05-04;Virgen del Rosario
Ávila;MARLÍN;51201;;;2020-08-14;
Zamora;CORRALES DEL VINO;490540;;;2021-05-14;San Isidro
Ávila;MARLÍN;51201;;;2020-08-16;
Zamora;CORRALES DEL VINO;490540;;;2021-09-14;El Cristo
Ávila;MEDIANA DE VOLTOYA;51239;;;2020-09-11;
Zamora;COTANES DEL MONTE;490550;;;2021-05-15;San Isidro
Ávila;MEDINILLA;51244;;;2020-02-03;
Zamora;CUBILLOS;490560;;;2021-07-26;Fiesta Local
Ávila;MENGAMUÑOZ;51257;;;2020-09-09;Virgen de la Paz
Zamora;CUBO DE BENAVENTE;490570;;;2021-06-11;Corazón de Jesús
Ávila;MESEGAR DE CORNEJA;51260;;;2020-02-03;
Zamora;CUBO DE TIERRA DEL VINO (EL);490580;;;2021-06-12;San Antonio
Ávila;MESEGAR DE CORNEJA;51260;;;2020-07-27;
Zamora;ESPADAÑEDO;490620;;;2021-02-23;Santa Marta
Ávila;MIJARES;51276;;;2020-08-24;San Bartolomé Apóstol
Zamora;FERMOSELLE;490650;;;2021-05-24;Santa Cruz
Ávila;MIJARES;51276;;;2020-09-08;Ntra. Sra. Virgen de la Sangre
Zamora;FERRERAS DE ARRIBA;490670;VILLANUEVA DE VALROJO;49067000201;2021-02-15;Carnaval
Ávila;MIRONCILLO;51309;;;2020-01-20;San Sebastián
Zamora;FERRERUELA;490680;FERRERUELA;490680;2021-06-14;San Antonio
Ávila;MOMBELTRÁN;51321;;;2020-07-02;Ntra. Sra. De la Puebla
Zamora;FERRERUELA;490680;ESCOBER DE TÁBARA;49068000101;2021-08-30;Fiesta de Verano
Ávila;MONSALUPE;51337;;;2020-01-25;San Pablo
Zamora;FIGUERUELA DE ARRIBA;490690;;;2021-08-20;La Juventud
Ávila;MORALEJA DE MATACABRAS;51342;;;2020-08-16;San Roque
Zamora;FIGUERUELA DE ARRIBA;490690;;;2021-10-20;Santa Irene
Ávila;MUÑOGALINDO;51380;MUÑOGALINDO;5138000000;2020-08-05;La Virgen de las Nieves
Zamora;FIGUERUELA DE ARRIBA;490690;GALLEGOS DEL CAMPO;49069000401;2021-04-24;San Jorge
Ávila;MUÑOGALINDO;51380;MUÑOGALINDO;5138000000;2020-10-19;San Lucas
Zamora;FIGUERUELA DE ARRIBA;490690;GALLEGOS DEL CAMPO;49069000401;2021-08-09;San Jorge
Ávila;MUÑOGALINDO;51380;SALOBRALEJO;5138000200;2020-09-24;La Virgen del Socorro
Zamora;FIGUERUELA DE ARRIBA;490690;RIOMANZANAS;49069000601;2021-01-19;Fiesta Local
Ávila;MUÑOPEPE;51414;;;2020-02-05;
Zamora;FONFRÍA;490710;;;2021-08-20;La Magdalena
Ávila;MUÑOSANCHO;51429;;;2020-06-29;San Pedro
Zamora;FONFRÍA;490710;ARCILLERA;49071000101;2021-06-29;San Pedro
Ávila;NARRILLOS DEL ÁLAMO;51440;MERCADILLO;5144000200;2020-09-29;
Zamora;FONFRÍA;490710;BRANDILANES;49071000301;2021-01-16;San Amaro
Ávila;NARROS DEL PUERTO;51488;;;2020-10-15;Santa Teresa
Zamora;FONFRÍA;490710;CASTRO DE ALCAÑICES;49071000401;2021-06-19;Corazón de Jesús
Ávila;NAVA DE ARÉVALO;51526;VINADEROS;5152000500;2020-01-23;
Zamora;FONFRÍA;490710;MOVEROS;49071000801;2021-12-31;Santa Columba
Ávila;NAVA DE ARÉVALO;51526;VINADEROS;5152000500;2020-08-21;
Zamora;FRESNO DE SAYAGO;490770;;;2021-09-29;San Miguel
Ávila;NAVAESCURIAL;51550;;;2020-08-24;
Zamora;FUENTELAPEÑA;490800;;;2021-05-24;Segundo día de Quintos
Ávila;NAVALMORAL;51585;;;2020-06-12;
Zamora;FUENTELAPEÑA;490800;;;2021-08-17;San Roque
Ávila;NAVALONGUILLA;51598;NAVALGUIJO;5159000100;2020-09-29;
Zamora;FUENTES DE ROPEL;490820;;;2021-02-05;San Blas
Ávila;NAVALONGUILLA;51598;NAVALGUIJO;5159000100;2020-09-30;
Zamora;FUENTESECAS;490830;;;2021-01-18;San Antón
Ávila;NAVALOSA;51602;;;2020-05-02;
Zamora;GAMONES;490880;;;2021-04-26;San Marcos
Ávila;NAVALPERAL DE PINARES;51619;;;2020-09-14;
Zamora;GEMA;490900;;;2021-02-03;San Blas
Ávila;NAVALPERAL DE TORMES;51624;ORTIGOSA DE TORMES;5162000200;2020-08-05;Ntra. Sra. De las Nieves
Zamora;GRANUCILLO;490920;;;2021-06-16;San Adrián
Ávila;NAVALUENGA;51630;;;2020-09-09;
Zamora;GRANUCILLO;490920;GRIJALBA DE VIDRIALES;49092000301;2021-05-03;Natividad
Ávila;NAVAQUESERA;51645;;;2020-08-14;Ntra. Sra. De la Asunción
Zamora;HERMISENDE;490940;;;2021-08-17;San Roque
Ávila;NAVARREDONDA DE GREDOS;51658;;;2020-08-17;
Zamora;HERMISENDE;490940;SAN CIPRIAN;49094000400;2021-08-13;Fiesta de Verano
Ávila;NAVARREDONDILLA;51661;;;2020-10-05;
Zamora;HERMISENDE;490940;SAN CIPRIAN;49094000400;2021-09-15;San Cipriano
Ávila;NAVATEJARES;51700;;;2020-05-15;San Isidro
Zamora;HERMISENDE;490940;TEJERA (LA);49094000501;2021-10-11;Virgen del Pilar
Ávila;NEILA DE SAN MIGUEL;51717;;;2020-09-29;
Zamora;HINIESTA (LA);490950;;;2021-05-24;La Hiniesta
Ávila;NIHARRA;51722;;;2020-05-04;La Cruz de Mayo
Zamora;LOSACINO;490980;VIDE DE ALBA;49098000401;2021-08-13;Virgen de la Encina
Ávila;NIHARRA;51722;;;2020-09-16;San Cornelio y San Cipriano
Zamora;LUBIÁN;491000;;;2021-09-08;Fiesta Patronal
Ávila;ORBITA;51743;;;2020-08-04;
Zamora;LUBIÁN;491000;HEDROSO;49100000401;2021-08-05;Tuiza de Verano
Ávila;PADIERNOS;51769;PADIERNOS;5176000000;2020-02-03;
Zamora;LUBIÁN;491000;HEDROSO;49100000401;2021-08-23;Fiesta Patronal
Ávila;PADIERNOS;51769;PADIERNOS;5176000000;2020-08-17;
Zamora;LUBIÁN;491000;PADORNELO;49100000601;2021-08-05;Tuiza de Verano
Ávila;PADIERNOS;51769;MUÑOCHAS;5176000200;2020-01-20;
Zamora;LUBIÁN;491000;PADORNELO;49100000601;2021-08-17;Nuestra Señora de la Asunción
Ávila;PADIERNOS;51769;MUÑOCHAS;5176000200;2020-09-14;
Zamora;LUELMO;491010;LUELMO;49101000101;2021-05-15;San Isidro
Ávila;PAJARES DE ADAJA;51775;;;2020-09-08;Virgen de Rivilla
Zamora;LUELMO;491010;LUELMO;49101000101;2021-06-29;San Pedro
Ávila;PALACIOS DE GODA;51781;;;2020-09-08;
Zamora;LUELMO;491010;MONUMENTA;49101000201;2021-04-05;Lunes de Pascua
Ávila;PAPATRIGO;51794;;;2020-05-19;
Zamora;LUELMO;491010;MONUMENTA;49101000201;2021-10-05;San Atilano
Ávila;PARRAL (EL);51808;;;2020-09-30;
Zamora;MADRIDANOS;491030;;;2021-08-03;San Esteban
Ávila;PASCUALCOBO;51815;;;2020-02-03;San Blas
Zamora;MAHIDE;491040;;;2021-04-05;Santa María Egipciaca
Ávila;PEGUERINOS;51841;;;2020-08-17;
Zamora;MAHIDE;491040;BOYA;49104000101;2021-09-08;Fiesta Local
Ávila;PEGUERINOS;51841;;;2020-10-05;
Zamora;MAHIDE;491040;SAN PEDRO DE LAS HERRERÍAS;49104000401;2021-08-12;Fiesta Local
Ávila;PEÑALBA DE ÁVILA;51854;;;2020-01-22;San Vicente Mártir
Zamora;MAIRE DE CASTROPONCE;491050;;;2021-05-15;San Isidro
Ávila;PEÑALBA DE ÁVILA;51854;;;2020-09-15;Cristo de Santa Teresa
Zamora;MALVA;491070;;;2021-09-13;Virgen del Tobar
Ávila;PIEDRAHÍTA;51867;;;2020-09-14;
Zamora;MANZANAL DE ARRIBA;491100;CODESAL;49110000101;2021-06-08;El Corpus
Ávila;PIEDRALAVES;51873;;;2020-02-25;Carnaval
Zamora;MANZANAL DE ARRIBA;491100;PEDROSO DE LA CARBALLEDA;49110000501;2021-04-29;San Pedro Verona
Ávila;PIEDRALAVES;51873;;;2020-08-17;San Roque
Zamora;MANZANAL DE ARRIBA;491100;SAGALLOS;49110000601;2021-08-06;San Salvador
Ávila;POYALES DEL HOYO;51892;;;2020-01-20;San Sebastián
Zamora;MANZANAL DE ARRIBA;491100;SANTA CRUZ DE LOS CUÉRRAGOS;49110000801;2021-05-13;Virgen de Fátima
Ávila;POZANCO;51906;;;2020-06-24;San Juan
Zamora;MANZANAL DE ARRIBA;491100;SANTA CRUZ DE LOS CUÉRRAGOS;49110000801;2021-09-14;Santa Cruz
Ávila;PRADOSEGAR;51913;;;2020-08-14;
Zamora;MANZANAL DE LOS INFANTES;491120;DONADILLO;49112000101;2021-05-04;Bendita Cruz
Ávila;PUERTO CASTILLA;51928;;;2020-07-25;
Zamora;MANZANAL DE LOS INFANTES;491120;DORNILLAS;49112000201;2021-01-28;San Tirso
Ávila;RASUEROS;51934;;;2020-08-22;La Virgen de los Dolores
Zamora;MANZANAL DE LOS INFANTES;491120;DORNILLAS;49112000201;2021-06-11;Corpus Christi
Ávila;RIOFRÍO;51952;RIOFRÍO;5195000000;2020-08-14;
Zamora;MANZANAL DE LOS INFANTES;491120;OTERO DE LOS CENTENOS;49112000501;2021-09-16;San Cipriano
Ávila;RIVILLA DE BARAJAS;51965;;;2020-05-15;San Isidro
Zamora;MANZANAL DEL BARCO;491110;;;2021-01-20;San Sebastián
Ávila;SALVADIÓS;51987;;;2020-08-16;
Zamora;MATILLA DE ARZÓN;491130;;;2021-08-06;San Salvador
Ávila;SAN BARTOLOMÉ DE BÉJAR;51990;;;2020-08-24;
Zamora;MATILLA LA SECA;491140;;;2021-05-14;San Isidro
Ávila;SAN BARTOLOMÉ DE PINARES;52011;;;2020-08-24;
Zamora;MELGAR DE TERA;491160;;;2021-06-30;San Pedro
Ávila;SAN BARTOLOMÉ DE PINARES;52011;;;2020-08-25;
Zamora;MELGAR DE TERA;491160;PUMAREJO DE TERA;49116000201;2021-07-27;Santiago
Ávila;SAN ESTEBAN DE ZAPARDIEL;52085;;;2020-02-20;San León
Zamora;MICERECES DE TERA;491170;ABRAVESES DE TERA;49117000101;2021-07-26;Santiago Apóstol
Ávila;SAN GARCÍA DE INGELMOS;52098;;;2020-12-08;
Zamora;MOMBUEY;491210;;;2021-06-11;Sagrado Corazón
Ávila;SAN JUAN DE GREDOS;59014;;;2020-08-03;Ntra. Sra. De los Ángeles
Zamora;MOMBUEY;491210;FRESNO DE LA CARBALLEDA;49121000101;2021-06-04;Corpus Christi
Ávila;SAN LORENZO DE TORMES;52145;;;2020-08-10;San Lorenzo
Zamora;MORAL DE SAYAGO;491240;;;2021-08-03;San Esteban
Ávila;SAN MARTÍN DE LA VEGA DEL ALBERCHE;52158;;;2020-09-22;
Zamora;MORAL DE SAYAGO;491240;ABELÓN;49124000201;2021-11-11;San Martín
Ávila;SAN MIGUEL DE CORNEJA;52177;;;2020-05-08;
Zamora;MORALES DE VALVERDE;491300;;;2021-02-03;San Blas
Ávila;SAN MIGUEL DE CORNEJA;52177;;;2020-09-30;
Zamora;MORALES DE VALVERDE;491300;;;2021-05-24;Novena del Cristo
Ávila;SAN MIGUEL DE SERREZUELA;52183;;;2020-01-23;San Ildefonso
Zamora;MORALES DEL VINO;491270;PONTEJOS;49127000201;2021-07-26;Santiago Apóstol
Ávila;SAN PEDRO DEL ARROYO;52200;;;2020-06-29;
Zamora;MORERUELA DE LOS INFANZONES;491320;;;2021-02-02;Las Candelas
